Timestamp,Level,Scope,Message
18.09.2025 23:52:41,INFO,app,[init] (binance) Устанавливаем плечо x80 для SOL/USDT
18.09.2025 23:52:41,INFO,margin,[margin] Плечо установлено x80 для SOL/USDT (TF 5m)
18.09.2025 23:52:41,INFO,app,[init] (binance) Устанавливаем плечо x35 для TON/USDT
18.09.2025 23:52:42,INFO,margin,[margin] Плечо установлено x35 для TON/USDT (TF 5m)
18.09.2025 23:52:42,INFO,app,[init] (binance) Устанавливаем плечо x90 для ETH/USDT
18.09.2025 23:52:42,INFO,margin,[margin] Плечо установлено x90 для ETH/USDT (TF 5m)
18.09.2025 23:52:43,INFO,app,[init] (binance) Устанавливаем плечо x60 для BNB/USDT
18.09.2025 23:52:43,INFO,margin,[margin] Плечо установлено x60 для BNB/USDT (TF 5m)
18.09.2025 23:52:43,INFO,app,[init] (binance) Устанавливаем плечо x80 для XRP/USDT
18.09.2025 23:52:44,INFO,margin,[margin] Плечо установлено x80 для XRP/USDT (TF 5m)
18.09.2025 23:52:44,INFO,app,[init] (binance) Устанавливаем плечо x60 для SUI/USDT
18.09.2025 23:52:44,INFO,margin,[margin] Плечо установлено x60 для SUI/USDT (TF 5m)
18.09.2025 23:52:45,INFO,app,[init] (binance) Устанавливаем плечо x60 для LTC/USDT
18.09.2025 23:52:45,INFO,margin,[margin] Плечо установлено x60 для LTC/USDT (TF 5m)
18.09.2025 23:52:45,DEBUG,telegram,"[SOL/USDT] 🤖 BOT перезапущен
Монета: SOL/USDT (BINANCE)
Плечо: x80
Таймфрейм: 5m
Время: 18.09.2025 23:52:45"
18.09.2025 23:52:46,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат SOL/USDT (-1003093035789) topic=3
18.09.2025 23:52:46,DEBUG,telegram,"[TON/USDT] 🤖 BOT перезапущен
Монета: TON/USDT (BINANCE)
Плечо: x35
Таймфрейм: 5m
Время: 18.09.2025 23:52:45"
18.09.2025 23:52:46,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат TON/USDT (-1003093035789) topic=11
18.09.2025 23:52:46,DEBUG,telegram,"[ETH/USDT] 🤖 BOT перезапущен
Монета: ETH/USDT (BINANCE)
Плечо: x90
Таймфрейм: 5m
Время: 18.09.2025 23:52:45"
18.09.2025 23:52:46,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат ETH/USDT (-1003093035789) topic=10
18.09.2025 23:52:46,DEBUG,telegram,"[BNB/USDT] 🤖 BOT перезапущен
Монета: BNB/USDT (BINANCE)
Плечо: x60
Таймфрейм: 5m
Время: 18.09.2025 23:52:45"
18.09.2025 23:52:46,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат BNB/USDT (-1003093035789) topic=9
18.09.2025 23:52:46,DEBUG,telegram,"[XRP/USDT] 🤖 BOT перезапущен
Монета: XRP/USDT (BINANCE)
Плечо: x80
Таймфрейм: 5m
Время: 18.09.2025 23:52:45"
18.09.2025 23:52:46,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат XRP/USDT (-1003093035789) topic=8
18.09.2025 23:52:46,DEBUG,telegram,"[SUI/USDT] 🤖 BOT перезапущен
Монета: SUI/USDT (BINANCE)
Плечо: x60
Таймфрейм: 5m
Время: 18.09.2025 23:52:45"
18.09.2025 23:52:51,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат SUI/USDT (-1003093035789) topic=7
18.09.2025 23:52:51,DEBUG,telegram,"[LTC/USDT] 🤖 BOT перезапущен
Монета: LTC/USDT (BINANCE)
Плечо: x60
Таймфрейм: 5m
Время: 18.09.2025 23:52:45"
18.09.2025 23:52:51,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат LTC/USDT (-1003093035789) topic=6
18.09.2025 23:52:55,INFO,fib,"[fibLevels] Снятие уровней для SOL/USDT на 5m, 15m, 30m, 1h, 4h"
18.09.2025 23:52:59,INFO,fib,"[fibLevels] Снятие уровней для TON/USDT на 5m, 15m, 30m, 1h, 4h"
18.09.2025 23:53:03,INFO,fib,"[fibLevels] Снятие уровней для ETH/USDT на 5m, 15m, 30m, 1h, 4h"
18.09.2025 23:53:07,INFO,fib,"[fibLevels] Снятие уровней для BNB/USDT на 5m, 15m, 30m, 1h, 4h"
18.09.2025 23:53:11,INFO,fib,"[fibLevels] Снятие уровней для XRP/USDT на 5m, 15m, 30m, 1h, 4h"
18.09.2025 23:57:24,INFO,app,[init] (binance) Устанавливаем плечо x80 для SOL/USDT
18.09.2025 23:57:24,INFO,margin,[margin] Плечо установлено x80 для SOL/USDT (TF 5m)
18.09.2025 23:57:24,INFO,app,[init] (binance) Устанавливаем плечо x35 для TON/USDT
18.09.2025 23:57:25,INFO,margin,[margin] Плечо установлено x35 для TON/USDT (TF 5m)
18.09.2025 23:57:25,INFO,app,[init] (binance) Устанавливаем плечо x90 для ETH/USDT
18.09.2025 23:57:25,INFO,margin,[margin] Плечо установлено x90 для ETH/USDT (TF 5m)
18.09.2025 23:57:26,INFO,app,[init] (binance) Устанавливаем плечо x60 для BNB/USDT
18.09.2025 23:57:26,INFO,margin,[margin] Плечо установлено x60 для BNB/USDT (TF 5m)
18.09.2025 23:57:27,INFO,app,[init] (binance) Устанавливаем плечо x80 для XRP/USDT
18.09.2025 23:57:27,INFO,margin,[margin] Плечо установлено x80 для XRP/USDT (TF 5m)
18.09.2025 23:57:27,INFO,app,[init] (binance) Устанавливаем плечо x60 для SUI/USDT
18.09.2025 23:57:28,INFO,margin,[margin] Плечо установлено x60 для SUI/USDT (TF 5m)
18.09.2025 23:57:28,INFO,app,[init] (binance) Устанавливаем плечо x60 для LTC/USDT
18.09.2025 23:57:28,INFO,margin,[margin] Плечо установлено x60 для LTC/USDT (TF 5m)
18.09.2025 23:57:29,DEBUG,telegram,"[SOL/USDT] 🤖 BOT перезапущен
Монета: SOL/USDT (BINANCE)
Плечо: x80
Таймфрейм: 5m
Время: 18.09.2025 23:57:29"
18.09.2025 23:57:29,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат SOL/USDT (-1003093035789) topic=3
18.09.2025 23:57:29,DEBUG,telegram,"[TON/USDT] 🤖 BOT перезапущен
Монета: TON/USDT (BINANCE)
Плечо: x35
Таймфрейм: 5m
Время: 18.09.2025 23:57:29"
18.09.2025 23:57:29,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат TON/USDT (-1003093035789) topic=11
18.09.2025 23:57:29,DEBUG,telegram,"[ETH/USDT] 🤖 BOT перезапущен
Монета: ETH/USDT (BINANCE)
Плечо: x90
Таймфрейм: 5m
Время: 18.09.2025 23:57:29"
18.09.2025 23:57:29,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат ETH/USDT (-1003093035789) topic=10
18.09.2025 23:57:29,DEBUG,telegram,"[BNB/USDT] 🤖 BOT перезапущен
Монета: BNB/USDT (BINANCE)
Плечо: x60
Таймфрейм: 5m
Время: 18.09.2025 23:57:29"
18.09.2025 23:57:29,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат BNB/USDT (-1003093035789) topic=9
18.09.2025 23:57:29,DEBUG,telegram,"[XRP/USDT] 🤖 BOT перезапущен
Монета: XRP/USDT (BINANCE)
Плечо: x80
Таймфрейм: 5m
Время: 18.09.2025 23:57:29"
18.09.2025 23:57:29,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат XRP/USDT (-1003093035789) topic=8
18.09.2025 23:57:29,DEBUG,telegram,"[SUI/USDT] 🤖 BOT перезапущен
Монета: SUI/USDT (BINANCE)
Плечо: x60
Таймфрейм: 5m
Время: 18.09.2025 23:57:29"
18.09.2025 23:57:37,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат SUI/USDT (-1003093035789) topic=7
18.09.2025 23:57:37,DEBUG,telegram,"[LTC/USDT] 🤖 BOT перезапущен
Монета: LTC/USDT (BINANCE)
Плечо: x60
Таймфрейм: 5m
Время: 18.09.2025 23:57:29"
18.09.2025 23:57:37,DEBUG,telegramLogger,[TelegramLogger] Сообщение отправлено в чат LTC/USDT (-1003093035789) topic=6
